# Processed Acoustic Event Data, only loud events that exceed 70dBSPL
# Original format: eventMillis, peak_stored, rms_stored, zeroCrossings
# eventTime_s = eventMillis / 1000.0 (time of event since device boot, wraps at 255ms due to uint8 bug)
# peak_dBSPL = 20*log10(peak_stored * 128) + 29.69  [calibrated: raw=368, raw stored=2.875 -> 81dB SPL]
# rms_dBSPL  = 20*log10(rms_stored  * 128) + 29.69
#
Line    EventMillis  EventTime_s  Peak_stored   Peak_dBSPL  RMS_stored   RMS_dBSPL  Duration_ms  ZeroCross
5185             94        0.094            1         71.8           1        71.8            0          0
5186             94        0.094            1         71.8           1        71.8           42          0
5187             95        0.095            2         77.8           1        71.8            0          0
5188             95        0.095            1         71.8           1        71.8           84          0
5189             96        0.096            1         71.8           1        71.8          125          0
5190             98        0.098            1         71.8           1        71.8           42          0
5191             99        0.099            1         71.8           1        71.8            0          0
5192            100        0.100            2         77.8           1        71.8          125          0
5193            101        0.101            1         71.8           1        71.8            0          0
5194            102        0.102            1         71.8           1        71.8            0          0
5195            104        0.104            3         81.4           2        77.8           83          0
5196            104        0.104            1         71.8           1        71.8           41          0
5197            104        0.104            2         77.8           1        71.8           42          0
5198            105        0.105            1         71.8           1        71.8            0          0
5199            111        0.111            9         90.9           2        77.8          294          0
5200            112        0.112            4         83.9           1        71.8          352          0
5201            112        0.112            2         77.8           1        71.8          252          0
5202            113        0.113            4         83.9           1        71.8          812          0
5203            114        0.114            1         71.8           1        71.8            0          0
5204            114        0.114            2         77.8           1        71.8           84          0
5205            115        0.115            2         77.8           1        71.8           42          0
5206            115        0.115            2         77.8           1        71.8           84          0
5207            116        0.116            1         71.8           1        71.8            0          0
5208            120        0.120            3         81.4           1        71.8          101          0
5209            120        0.120            2         77.8           1        71.8           42          0
5210            121        0.121            4         83.9           2        77.8           42          0
5211            121        0.121            3         81.4           1        71.8            0          0
5212            122        0.122            2         77.8           1        71.8           84          0
5213            124        0.124            2         77.8           1        71.8          251          0
5214            125        0.125            1         71.8           1        71.8            0          0
5215            125        0.125            4         83.9           1        71.8          606          0
5216            126        0.126            3         81.4           1        71.8          520          0
5217            127        0.127            1         71.8           1        71.8           42          0
5218            127        0.127            4         83.9           1        71.8          938          0
5219            128        0.128            7         88.7           2        77.8          520          0
5220            129        0.129            1         71.8           1        71.8           42          0
5221            130        0.130            2         77.8           1        71.8            1          0
5222            130        0.130            2         77.8           1        71.8          251          0
5223            130        0.130            1         71.8           1        71.8            0          0
5224            130        0.130            2         77.8           1        71.8           83          0
5225            131        0.131            2         77.8           1        71.8         1059          0
5226            132        0.132            1         71.8           1        71.8           42          0
5227            133        0.133            2         77.8           1        71.8           84          0
5228            133        0.133            1         71.8           1        71.8            0          0
5229            133        0.133            2         77.8           1        71.8          126          0
5230            134        0.134            1         71.8           1        71.8          168          0
5231            135        0.135            1         71.8           1        71.8            0          0
5232            136        0.136            1         71.8           1        71.8            0          0
5233            136        0.136            1         71.8           1        71.8           42          0
5234            136        0.136           11         92.7           3        81.4          897          0
5235            138        0.138            6         87.4           2        77.8           85          0
5236            139        0.139            3         81.4           1        71.8           83          0
5237            139        0.139            1         71.8           1        71.8           42          0
5238            139        0.139            4         83.9           1        71.8          938          0
5239            142        0.142            2         77.8           1        71.8          168          0
5240            143        0.143            2         77.8           1        71.8           42          0
5241            143        0.143            2         77.8           1        71.8          783          0
5242            144        0.144            1         71.8           1        71.8           42          0
5243            145        0.145            4         83.9           2        77.8          377          0
5244            145        0.145            6         87.4           2        77.8          126          0
5245            145        0.145            3         81.4           1        71.8          760          0
5246            146        0.146            1         71.8           1        71.8           42          0
5247            147        0.147            1         71.8           1        71.8            0          0
5248            147        0.147            3         81.4           1        71.8          335          0
5249            147        0.147            1         71.8           1        71.8          126          0
5250            148        0.148            2         77.8           1        71.8           42          0
5251            148        0.148            1         71.8           1        71.8            0          0
5252            149        0.149            1         71.8           1        71.8          101          0
5253            150        0.150            7         88.7           2        77.8          729          0
5254            151        0.151            7         88.7           3        81.4          252          0
5255            152        0.152            1         71.8           1        71.8            0          0
5256            152        0.152            1         71.8           1        71.8            0          0
5257            153        0.153            3         81.4           1        71.8          209          0
5258            157        0.157            1         71.8           1        71.8            0          0
5259            159        0.159            1         71.8           1        71.8           42          0
5260            161        0.161            1         71.8           1        71.8            0          0
5261            162        0.162            1         71.8           1        71.8           42          0
5262            169        0.169            3         81.4           1        71.8          168          0
5263            171        0.171            4         83.9           1        71.8          311          0
5264            172        0.172            1         71.8           1        71.8           84          0
5265            173        0.173            3         81.4           1        71.8          126          0
5266            174        0.174            1         71.8           1        71.8           84          0
5267            174        0.174            2         77.8           1        71.8          690          0
5268            196        0.196            2         77.8           1        71.8            0          0
5269             10        0.010           18         96.9           4        83.9          938          0
5270             44        0.044            2         77.8           1        71.8            0          0
5271             62        0.062            1         71.8           1        71.8            0          0
5272             64        0.064            2         77.8           1        71.8           84          0
5273             86        0.086            1         71.8           1        71.8            0          0
5274             33        0.033            1         71.8           1        71.8            0          0
5275             40        0.040            2         77.8           1        71.8          251          0
5276             41        0.041            2         77.8           1        71.8            0          0
5277             57        0.057            1         71.8           1        71.8            0          0
5278            111        0.111            1         71.8           1        71.8           42          0
5279            114        0.114            1         71.8           1        71.8           41          0
5280            114        0.114            1         71.8           1        71.8            0          0
5281            117        0.117            1         71.8           1        71.8          168          0
5282            118        0.118            3         81.4           1        71.8          377          0
5283            118        0.118            1         71.8           1        71.8           42          0
5284            119        0.119            1         71.8           1        71.8            0          0
5285            119        0.119            1         71.8           1        71.8          126          0
5286            120        0.120            2         77.8           1        71.8          168          0
5287            120        0.120            2         77.8           1        71.8           42          0
5288            121        0.121            1         71.8           1        71.8           42          0
5289            121        0.121            1         71.8           1        71.8           42          0
5290            123        0.123            3         81.4           1        71.8          252          0
5291            123        0.123            5         85.8           2        77.8            0          0
5292            126        0.126            5         85.8           2        77.8          126          0
5293            127        0.127            4         83.9           2        77.8          319          0
5294            127        0.127            3         81.4           1        71.8          167          0
5295            128        0.128            1         71.8           1        71.8            0          0
5296            128        0.128            1         71.8           1        71.8           83          0
5297            128        0.128            3         81.4           1        71.8          293          0
5298            137        0.137            1         71.8           1        71.8            0          0
5299            137        0.137            5         85.8           2        77.8          152          0
5300            137        0.137            1         71.8           1        71.8            0          0
5301            138        0.138            1         71.8           1        71.8            0          0
5302            138        0.138            2         77.8           1        71.8            0          0
5303            139        0.139            1         71.8           1        71.8            0          0
5304            141        0.141            4         83.9           2        77.8          199          0
5305            142        0.142            1         71.8           1        71.8            0          0
5306            142        0.142            1         71.8           1        71.8            0          0
5307            142        0.142            2         77.8           1        71.8           42          0
5308            143        0.143            2         77.8           1        71.8          168          0
5309            144        0.144            2         77.8           1        71.8           84          0
5310            144        0.144            2         77.8           1        71.8          185          0
5311            146        0.146            1         71.8           1        71.8            0          0
5312            148        0.148            1         71.8           1        71.8           42          0
5313            148        0.148            1         71.8           1        71.8           42          0
5314            148        0.148            4         83.9           1        71.8          294          0
5315            149        0.149            1         71.8           1        71.8           41          0
5316            149        0.149            2         77.8           1        71.8           84          0
5317            149        0.149            1         71.8           1        71.8           84          0
5318            150        0.150            1         71.8           1        71.8           42          0
5319            150        0.150            1         71.8           1        71.8           84          0
5320            151        0.151            1         71.8           1        71.8           84          0
5321            151        0.151            1         71.8           1        71.8           83          0
5322            151        0.151            1         71.8           1        71.8           42          0
5323            151        0.151            1         71.8           1        71.8          220          0
5324            152        0.152            2         77.8           1        71.8          167          0
5325            153        0.153            1         71.8           1        71.8            0          0
5326            154        0.154            2         77.8           1        71.8           84          0
5327            154        0.154            1         71.8           1        71.8           42          0
5328            155        0.155            2         77.8           1        71.8          252          0
5329            155        0.155            1         71.8           1        71.8           42          0
5330            155        0.155            1         71.8           1        71.8            0          0
5331            164        0.164            3         81.4           2        77.8           83          0
5332            164        0.164            4         83.9           2        77.8          236          0
5333            169        0.169            3         81.4           1        71.8          293          0
5334            170        0.170            1         71.8           1        71.8           84          0
5335            170        0.170            1         71.8           1        71.8          357          0
5336             75        0.075            1         71.8           1        71.8            0          0
5337             79        0.079            1         71.8           1        71.8           41          0
5338             80        0.080            1         71.8           1        71.8           59          0
5339             81        0.081            1         71.8           1        71.8            0          0
5340             89        0.089            1         71.8           1        71.8            0          0
5341             92        0.092            1         71.8           1        71.8            0          0
5342             95        0.095            1         71.8           1        71.8           42          0
5343            121        0.121            1         71.8           1        71.8            0          0
5344            121        0.121            1         71.8           1        71.8            0          0
5345             28        0.028            2         77.8           1        71.8          238          0
5346             39        0.039            3         81.4           1        71.8          335          0
5347             80        0.080            1         71.8           1        71.8          126          0
5348            104        0.104            2         77.8           1        71.8            0          0
5349            137        0.137            1         71.8           1        71.8           84          0
5350            138        0.138            1         71.8           1        71.8          126          0
5351            138        0.138            1         71.8           1        71.8           41          0
5352            139        0.139            1         71.8           1        71.8          312          0
5353            140        0.140            4         83.9           1        71.8          519          0
5354            140        0.140            6         87.4           2        77.8         1154          0
5355            142        0.142            1         71.8           1        71.8           42          0
5356            143        0.143            3         81.4           1        71.8          775          0
5357            144        0.144            2         77.8           1        71.8           84          0
5358            144        0.144            2         77.8           1        71.8          209          0
5359            144        0.144            2         77.8           1        71.8          126          0
5360            145        0.145            1         71.8           1        71.8           42          0
5361            145        0.145            2         77.8           1        71.8           42          0
5362            145        0.145            8         89.9           2        77.8         1022          0
5363            147        0.147            4         83.9           2        77.8          335          0
5364            147        0.147            1         71.8           1        71.8          523          0
5365            148        0.148           16         95.9           4        83.9         1366          0
5366            150        0.150            3         81.4           1        71.8           84          0
5367            150        0.150            2         77.8           1        71.8           42          0
5368            150        0.150            1         71.8           1        71.8           84          0
5369            151        0.151            3         81.4           1        71.8          503          0
5370            151        0.151            3         81.4           1        71.8          507          0
5371            152        0.152            1         71.8           1        71.8          209          0
5372            152        0.152            1         71.8           1        71.8           42          0
5373            154        0.154            1         71.8           1        71.8           42          0
5374            154        0.154            9         90.9           2        77.8          503          0
5375            155        0.155            3         81.4           1        71.8           42          0
5376            156        0.156            5         85.8           2        77.8          294          0
5377            156        0.156            3         81.4           2        77.8          126          0
5378            157        0.157            3         81.4           2        77.8           42          0
5379            157        0.157            3         81.4           2        77.8          126          0
5380            158        0.158            2         77.8           1        71.8           84          0
5381            159        0.159            3         81.4           1        71.8          167          0
5382            159        0.159            7         88.7           2        77.8          503          0
5383            160        0.160            7         88.7           3        81.4          168          0
5384            160        0.160            8         89.9           3        81.4          395          0
5385            161        0.161            3         81.4           1        71.8          217          0
5386            161        0.161            1         71.8           1        71.8          125          0
5387            161        0.161            2         77.8           1        71.8          465          0
5388            162        0.162            5         85.8           2        77.8          125          0
5389            163        0.163            3         81.4           1        71.8          209          0
5390            164        0.164            1         71.8           1        71.8            0          0
5391            164        0.164            5         85.8           2        77.8          419          0
5392            165        0.165            4         83.9           2        77.8          294          0
5393            166        0.166            2         77.8           1        71.8          167          0
5394            167        0.167            3         81.4           1        71.8          377          0
5395            168        0.168            1         71.8           1        71.8            0          0
5396            169        0.169            7         88.7           3        81.4           83          0
5397            169        0.169            1         71.8           1        71.8            0          0
5398            169        0.169            2         77.8           1        71.8           84          0
5399            169        0.169            1         71.8           1        71.8           42          0
5400            169        0.169            2         77.8           1        71.8           42          0
5401            170        0.170            3         81.4           1        71.8          548          0
5402            170        0.170            2         77.8           1        71.8          251          0
5403            172        0.172            2         77.8           1        71.8           84          0
5404            173        0.173            1         71.8           1        71.8           42          0
5405            175        0.175            2         77.8           1        71.8          167          0
5406            176        0.176            1         71.8           1        71.8          125          0
5407            176        0.176            2         77.8           1        71.8          125          0
5408            177        0.177            2         77.8           1        71.8           42          0
5409            177        0.177            1         71.8           1        71.8           84          0
5410            177        0.177            1         71.8           1        71.8          209          0
5411            178        0.178            2         77.8           1        71.8          513          0
5412            179        0.179            3         81.4           1        71.8          143          0
5413            179        0.179            1         71.8           1        71.8            0          0
5414            179        0.179            2         77.8           1        71.8          167          0
5415            180        0.180            2         77.8           1        71.8          766          0
5416            181        0.181            2         77.8           1        71.8           84          0
5417            181        0.181            2         77.8           1        71.8          185          0
5418            181        0.181            3         81.4           1        71.8         1106          0
5419            185        0.185            2         77.8           1        71.8          167          0
5420            186        0.186            1         71.8           1        71.8            0          0
5421            192        0.192            1         71.8           1        71.8           42          0
5422            192        0.192            1         71.8           1        71.8          210          0
5423            192        0.192            1         71.8           1        71.8          608          0
5424            200        0.200            1         71.8           1        71.8            0          0
5425            200        0.200            4         83.9           2        77.8          696          0
5426            201        0.201            1         71.8           1        71.8           42          0
5427            201        0.201            2         77.8           1        71.8          227          0
5428            202        0.202            3         81.4           1        71.8          209          0
5429            202        0.202            5         85.8           2        77.8           84          0
5430            204        0.204            4         83.9           1        71.8          293          0
5431            205        0.205            2         77.8           1        71.8           42          0
5432            205        0.205            1         71.8           1        71.8           42          0
5433            206        0.206            2         77.8           1        71.8          143          0
5434            206        0.206            1         71.8           1        71.8           42          0
5435            206        0.206            1         71.8           1        71.8           84          0
5436            206        0.206            2         77.8           1        71.8          763          0
5437            211        0.211            1         71.8           1        71.8            0          0
5438            212        0.212            5         85.8           2        77.8          209          0
5439            212        0.212            2         77.8           1        71.8           42          0
5440            213        0.213            3         81.4           2        77.8            0          0
5441            213        0.213            2         77.8           1        71.8          251          0
5442            214        0.214            2         77.8           1        71.8           42          0
5443            216        0.216            1         71.8           1        71.8           42          0
5444            217        0.217            1         71.8           1        71.8            0          0
5445            223        0.223            1         71.8           1        71.8            0          0
5446            224        0.224            1         71.8           1        71.8           42          0
5447            228        0.228            1         71.8           1        71.8           42          0
5448            228        0.228            2         77.8           1        71.8          209          0
5449            230        0.230           16         95.9           4        83.9           84          0
5450            231        0.231            6         87.4           2        77.8           84          0
5451            235        0.235            1         71.8           1        71.8            0          0
5452            240        0.240            3         81.4           1        71.8          126          0
5453            240        0.240            1         71.8           1        71.8           41          0
5454            241        0.241            1         71.8           1        71.8          209          0
5455            241        0.241            1         71.8           1        71.8            0          0
5456            242        0.242            1         71.8           1        71.8            0          0
5457            242        0.242            2         77.8           1        71.8           59          0
5458            243        0.243            2         77.8           1        71.8           84          0
5459            247        0.247            1         71.8           1        71.8            0          0
5460            248        0.248            1         71.8           1        71.8           42          0
5461            249        0.249            1         71.8           1        71.8           42          0
5462            249        0.249            1         71.8           1        71.8            0          0
5463            250        0.250            1         71.8           1        71.8           84          0
5464              2        0.002            1         71.8           1        71.8          126          0
5465              3        0.003            1         71.8           1        71.8            0          0
5466              3        0.003            1         71.8           1        71.8          126          0
5467              5        0.005            1         71.8           1        71.8           42          0
5468             16        0.016            1         71.8           1        71.8           83          0
5469             20        0.020            1         71.8           1        71.8            0          0
5470             33        0.033            1         71.8           1        71.8            0          0
5471             38        0.038            1         71.8           1        71.8            0          0
5472             40        0.040            3         81.4           1        71.8            0          0
5473             40        0.040            2         77.8           1        71.8          185          0
5474             40        0.040            3         81.4           1        71.8          251          0
5475             41        0.041            2         77.8           1        71.8           42          0
5476             42        0.042            3         81.4           1        71.8          184          0
5477             42        0.042            2         77.8           1        71.8           84          0
5478             43        0.043            8         89.9           2        77.8         1626          0
5479             45        0.045            1         71.8           1        71.8           42          0
5480             45        0.045            4         83.9           1        71.8          941          0
5481             46        0.046            1         71.8           1        71.8            0          0
5482             46        0.046            3         81.4           1        71.8          168          0
5483             48        0.048            3         81.4           1        71.8          209          0
5484             48        0.048            2         77.8           1        71.8          251          0
5485             50        0.050            2         77.8           1        71.8            0          0
5486             51        0.051            2         77.8           1        71.8          905          0
5487             52        0.052            3         81.4           1        71.8           42          0
5488             53        0.053            2         77.8           1        71.8           83          0
5489             53        0.053            1         71.8           1        71.8          853          0
5490             54        0.054            2         77.8           1        71.8          143          0
5491             55        0.055            2         77.8           1        71.8           84          0
5492             56        0.056            1         71.8           1        71.8           84          0
5493             57        0.057            1         71.8           1        71.8          126          0
5494             59        0.059            2         77.8           1        71.8          868          0
5495             60        0.060            1         71.8           1        71.8          142          0
5496             62        0.062            2         77.8           1        71.8            0          0
5497             63        0.063            1         71.8           1        71.8            0          0
5498             63        0.063            1         71.8           1        71.8            0          0
5499             65        0.065            2         77.8           1        71.8          252          0
5500             66        0.066            2         77.8           1        71.8           84          0
5501             67        0.067            1         71.8           1        71.8          418          0
5502             68        0.068            3         81.4           1        71.8          857          0
5503             69        0.069            1         71.8           1        71.8           84          0
5504             69        0.069            1         71.8           1        71.8           84          0
5505             71        0.071            4         83.9           2        77.8          310          0
5506             71        0.071            1         71.8           1        71.8           42          0
5507             71        0.071            2         77.8           1        71.8          251          0
5508             73        0.073            5         85.8           2        77.8            0          0
5509             73        0.073            1         71.8           1        71.8           42          0
5510             75        0.075            1         71.8           1        71.8            0          0
5511             77        0.077            1         71.8           1        71.8            0          0
5512             77        0.077            2         77.8           1        71.8           84          0
5513             78        0.078            1         71.8           1        71.8          126          0
5514             85        0.085            1         71.8           1        71.8            0          0
5515             90        0.090            5         85.8           1        71.8          376          0
5516             90        0.090            4         83.9           1        71.8         1072          0
5517             92        0.092            1         71.8           1        71.8            0          0
5518             92        0.092            1         71.8           1        71.8            0          0
5519             92        0.092            5         85.8           2        77.8          209          0
5520             94        0.094            3         81.4           1        71.8          336          0
5521             95        0.095            2         77.8           1        71.8           42          0
5522            100        0.100            2         77.8           1        71.8          227          0
5523            100        0.100            1         71.8           1        71.8           42          0
5524            101        0.101            1         71.8           1        71.8            0          0
5525            108        0.108            2         77.8           1        71.8          209          0
5526            109        0.109            1         71.8           1        71.8          864          0
5527            110        0.110            1         71.8           1        71.8            0          0
5528            116        0.116            4         83.9           1        71.8          125          0
5529            123        0.123            2         77.8           1        71.8          125          0
5530            129        0.129            1         71.8           1        71.8            0          0
5531            129        0.129            1         71.8           1        71.8           42          0
5532            132        0.132            2         77.8           1        71.8           84          0
5533            133        0.133            1         71.8           1        71.8           84          0
5534            133        0.133            2         77.8           1        71.8          192          0
5535            139        0.139            1         71.8           1        71.8            0          0
5536            140        0.140            4         83.9           2        77.8            1          0
5537            141        0.141           13         94.1           3        81.4         2054          0
5538            143        0.143            6         87.4           2        77.8          209          0
5539            144        0.144            2         77.8           1        71.8          900          0
5540            145        0.145            1         71.8           1        71.8           83          0
5541            145        0.145            4         83.9           2        77.8          377          0
5542            147        0.147            1         71.8           1        71.8            0          0
5543            147        0.147            1         71.8           1        71.8            0          0
5544            147        0.147            1         71.8           1        71.8            0          0
5545            147        0.147            1         71.8           1        71.8           84          0
5546            149        0.149            1         71.8           1        71.8            0          0
5547            149        0.149            1         71.8           1        71.8           84          0
5548            149        0.149            2         77.8           1        71.8           42          0
5549            150        0.150            1         71.8           1        71.8           42          0
5550            151        0.151            3         81.4           1        71.8            0          0
5551            151        0.151            2         77.8           1        71.8          268          0
5552            152        0.152            3         81.4           1        71.8          126          0
5553            152        0.152            1         71.8           1        71.8           84          0
5554            153        0.153            1         71.8           1        71.8            0          0
5555            154        0.154            1         71.8           1        71.8           42          0
5556            155        0.155            1         71.8           1        71.8            0          0
5557            156        0.156            1         71.8           1        71.8            0          0
5558            158        0.158            1         71.8           1        71.8            0          0
5559            159        0.159            1         71.8           1        71.8           42          0
5560            184        0.184            1         71.8           1        71.8            0          0
5561            186        0.186            1         71.8           1        71.8           42          0
5562            188        0.188            1         71.8           1        71.8           42          0
5563            219        0.219            2         77.8           1        71.8           84          0
5564            219        0.219            2         77.8           1        71.8           42          0
5565            220        0.220            5         85.8           2        77.8         1278          0
5566            233        0.233            1         71.8           1        71.8            0          0
5567            238        0.238            1         71.8           1        71.8            0          0
5568            238        0.238            1         71.8           1        71.8           83          0
5569            239        0.239            1         71.8           1        71.8            0          0
5570            241        0.241            2         77.8           1        71.8            0          0
5571            242        0.242            1         71.8           1        71.8           84          0
5572            242        0.242            1         71.8           1        71.8            0          0
5573            242        0.242            1         71.8           1        71.8           42          0
5574             42        0.042            1         71.8           1        71.8          126          0
5575             52        0.052            1         71.8           1        71.8            0          0
5576             52        0.052            1         71.8           1        71.8            0          0
5577             54        0.054            2         77.8           1        71.8            0          0
5578             56        0.056            1         71.8           1        71.8            0          0
5579             57        0.057            1         71.8           1        71.8           42          0
5580             82        0.082            1         71.8           1        71.8           42          0
5581             83        0.083            1         71.8           1        71.8            0          0
5582             84        0.084            2         77.8           1        71.8            0          0
5583             84        0.084            4         83.9           2        77.8          185          0
5584             85        0.085            1         71.8           1        71.8            0          0
5585             85        0.085            3         81.4           1        71.8          477          0
5586             85        0.085            1         71.8           1        71.8            0          0
5587             86        0.086            2         77.8           1        71.8           84          0
5588             86        0.086            1         71.8           1        71.8            0          0
5589             86        0.086            1         71.8           1        71.8            0          0
5590             87        0.087            1         71.8           1        71.8            0          0
5591             87        0.087            1         71.8           1        71.8            0          0
5592             88        0.088            5         85.8           2        77.8          209          0
5593             88        0.088            5         85.8           2        77.8          126          0
5594             88        0.088            2         77.8           1        71.8           42          0
5595             88        0.088            2         77.8           1        71.8          210          0
5596             91        0.091            2         77.8           1        71.8           42          0
5597             91        0.091            2         77.8           1        71.8           83          0
5598             91        0.091            3         81.4           1        71.8          438          0
5599             92        0.092            1         71.8           1        71.8          418          0
5600             92        0.092            2         77.8           1        71.8          167          0
5601             93        0.093            1         71.8           1        71.8           42          0
5602             96        0.096            1         71.8           1        71.8           42          0
5603            102        0.102            2         77.8           1        71.8           42          0
5604            103        0.103            3         81.4           1        71.8          126          0
5605            103        0.103            1         71.8           1        71.8            0          0
